line_id,order_id,product_id,quantity,discount_pct
L00776,O50309,P2004,1,0.0
L00777,O50310,P2008,1,0.2
L00778,O50311,P2014,6,0.0
L00779,O50311,P2011,1,0.0
L00780,O50311,P2001,2,0.0
L00781,O50311,P2011,1,0.0
L00782,O50312,P2006,1,0.1
L00783,O50312,P2003,2,0.15
L00784,O50312,P2006,3,0.05
L00785,O50313,P2009,2,0.05
L00786,O50314,P2003,3,0.05
L00787,O50314,P2003,2,0.0
L00788,O50314,P2004,2,0.0
L00789,O50314,P2014,3,0.05
L00790,O50315,P2010,2,0.0
L00791,O50315,P2015,1,0.1
L00792,O50315,P2014,2,0.0
L00793,O50316,P2005,3,0.1
L00794,O50316,P2014,2,0.1
L00795,O50317,P2011,4,0.05
L00796,O50317,P2010,6,0.05
L00797,O50317,P2003,3,0.1
L00798,O50317,P2004,4,0.0
L00799,O50318,P2006,4,0.15
L00800,O50319,P2008,3,0.15
L00801,O50319,P2014,3,0.1
L00802,O50320,P2003,5,0.05
L00803,O50320,P2014,4,0.0
L00804,O50320,P2004,3,0.0
L00805,O50321,P2002,5,0.2
L00806,O50321,P2003,5,0.05
L00807,O50322,P2007,4,0.15
L00808,O50322,P2013,2,0.2
L00809,O50323,P2002,3,0.1
L00810,O50323,P2008,6,0.1
L00811,O50324,P2003,3,0.0
L00812,O50324,P2009,1,0.0
L00813,O50324,P2012,5,0.15
L00814,O50324,P2011,6,0.0
L00815,O50325,P2007,4,0.0
L00816,O50326,P2003,1,0.0
L00817,O50326,P2001,3,0.05
L00818,O50326,P2010,1,0.0
L00819,O50326,P2003,2,0.0
L00820,O50327,P2005,5,0.0
L00821,O50327,P2008,4,0.15
L00822,O50328,P2009,1,0.0
L00823,O50328,P2010,5,0.0
L00824,O50329,P2012,5,0.15
L00825,O50330,P2003,1,0.0
L00826,O50330,P2004,2,0.05
L00827,O50331,P2006,5,0.15
L00828,O50331,P2007,2,0.1
L00829,O50331,P2007,4,0.0
L00830,O50332,P2014,5,0.1
L00831,O50332,P2002,1,0.15
L00832,O50333,P2008,4,0.0
L00833,O50333,P2010,5,0.1
L00834,O50333,P2010,4,0.1
L00835,O50334,P2005,6,0.15
L00836,O50334,P2009,6,0.05
L00837,O50335,P2011,6,0.1
L00838,O50335,P2009,6,0.0
L00839,O50336,P2015,4,0.05
L00840,O50336,P2003,5,0.1
L00841,O50337,P2008,6,0.1
L00842,O50337,P2012,4,0.0
L00843,O50338,P2008,1,0.0
L00844,O50339,P2002,4,0.15
L00845,O50339,P2012,5,0.1
L00846,O50339,P2010,3,0.05
L00847,O50340,P2001,1,0.0
L00848,O50340,P2006,3,0.0
L00849,O50340,P2004,1,0.0
L00850,O50340,P2011,1,0.0
L00851,O50341,P2008,4,0.0
L00852,O50341,P2008,3,0.05
L00853,O50342,P2001,3,0.0
L00854,O50343,P2011,3,0.0
L00855,O50343,P2010,4,0.0
L00856,O50343,P2008,6,0.0
L00857,O50343,P2003,4,0.0
L00858,O50344,P2001,6,0.05
L00859,O50344,P2007,4,0.2
L00860,O50344,P2007,2,0.2
L00861,O50345,P2004,2,0.1
L00862,O50345,P2002,4,0.05
L00863,O50345,P2009,6,0.1
L00864,O50346,P2014,2,0.0
L00865,O50346,P2011,6,0.05
L00866,O50346,P2011,3,0.1
L00867,O50347,P2010,1,0.0
L00868,O50347,P2003,1,0.05
L00869,O50347,P2004,1,0.1
L00870,O50347,P2015,4,0.15
L00871,O50348,P2005,6,0.0
L00872,O50348,P2008,1,0.0
L00873,O50348,P2014,6,0.0
L00874,O50348,P2002,1,0.0
L00875,O50349,P2002,4,0.1
L00876,O50349,P2014,5,0.0
L00877,O50349,P2011,1,0.0
L00878,O50349,P2012,2,0.1
L00879,O50350,P2006,1,0.0
L00880,O50351,P2009,4,0.0
L00881,O50351,P2002,5,0.0
L00882,O50352,P2015,2,0.0
L00883,O50353,P2005,1,0.0
L00884,O50353,P2008,1,0.0
L00885,O50353,P2009,6,0.05
L00886,O50354,P2003,6,0.0
L00887,O50354,P2009,5,0.0
L00888,O50354,P2015,3,0.1
L00889,O50354,P2011,5,0.0
L00890,O50355,P2008,3,0.15
L00891,O50356,P2009,4,0.1
L00892,O50356,P2010,6,0.0
L00893,O50357,P2007,4,0.1
L00894,O50357,P2007,2,0.15
L00895,O50357,P2005,1,0.0
L00896,O50357,P2010,5,0.0
L00897,O50358,P2003,1,0.05
L00898,O50358,P2003,1,0.0
L00899,O50359,P2013,1,0.0
L00900,O50359,P2008,6,0.0
L00901,O50359,P2009,6,0.15
L00902,O50359,P2007,2,0.15
L00903,O50360,P2011,5,0.0
L00904,O50360,P2008,3,0.1
L00905,O50360,P2013,1,0.2
L00906,O50360,P2012,3,0.1
L00907,O50361,P2011,6,0.0
L00908,O50361,P2014,1,0.0
L00909,O50362,P2013,6,0.1
L00910,O50362,P2005,6,0.0
L00911,O50362,P2001,1,0.0
L00912,O50362,P2010,1,0.0
L00913,O50363,P2014,6,0.0
L00914,O50363,P2009,6,0.05
L00915,O50363,P2003,1,0.0
L00916,O50363,P2003,1,0.05
L00917,O50364,P2013,3,0.0
L00918,O50364,P2007,2,0.05
L00919,O50364,P2009,2,0.0
L00920,O50365,P2004,5,0.2
L00921,O50365,P2005,3,0.0
L00922,O50365,P2004,1,0.05
L00923,O50366,P2006,5,0.05
L00924,O50367,P2001,4,0.1
L00925,O50367,P2004,2,0.15
L00926,O50367,P2005,1,0.05
L00927,O50367,P2007,6,0.1
L00928,O50368,P2013,5,0.15
L00929,O50369,P2014,4,0.05
L00930,O50369,P2011,1,0.0
L00931,O50370,P2009,2,0.1
L00932,O50370,P2001,3,0.15
L00933,O50370,P2013,6,0.2
L00934,O50370,P2002,2,0.0
L00935,O50371,P2001,6,0.0
L00936,O50372,P2001,6,0.05
L00937,O50372,P2001,4,0.0
L00938,O50373,P2001,1,0.05
L00939,O50373,P2002,2,0.1
L00940,O50373,P2006,6,0.1
L00941,O50373,P2007,6,0.05
L00942,O50374,P2013,4,0.0
L00943,O50374,P2003,5,0.0
L00944,O50375,P2008,6,0.1
L00945,O50375,P2013,6,0.0
L00946,O50375,P2011,3,0.1
L00947,O50376,P2004,5,0.1
L00948,O50376,P2009,6,0.1
L00949,O50376,P2015,4,0.0
L00950,O50377,P2012,4,0.0
L00951,O50378,P2007,1,0.0
L00952,O50378,P2005,3,0.0
L00953,O50378,P2008,6,0.0
L00954,O50379,P2007,5,0.0
L00955,O50379,P2011,6,0.0
L00956,O50379,P2015,4,0.0
L00957,O50380,P2004,2,0.15
L00958,O50380,P2008,4,0.0
L00959,O50381,P2008,1,0.1
L00960,O50381,P2003,4,0.0
L00961,O50381,P2002,5,0.05
L00962,O50381,P2004,4,0.0
L00963,O50382,P2007,4,0.1
L00964,O50382,P2003,3,0.1
L00965,O50382,P2003,5,0.1
L00966,O50383,P2008,1,0.0
L00967,O50383,P2012,3,0.05
L00968,O50383,P2009,6,0.0
L00969,O50383,P2006,6,0.0
L00970,O50384,P2006,4,0.1
L00971,O50384,P2001,2,0.0
L00972,O50385,P2015,5,0.05
L00973,O50386,P2001,2,0.05
L00974,O50386,P2001,2,0.0
L00975,O50386,P2005,4,0.0
L00976,O50386,P2010,3,0.0
L00977,O50387,P2009,2,0.0
L00978,O50387,P2003,2,0.0
L00979,O50387,P2015,2,0.15
L00980,O50388,P2013,1,0.05
L00981,O50388,P2006,1,0.15
L00982,O50388,P2009,3,0.0
L00983,O50388,P2004,3,0.0
L00984,O50389,P2005,2,0.15
L00985,O50389,P2011,6,0.0
L00986,O50390,P2007,5,0.05
L00987,O50390,P2006,2,0.0
L00988,O50390,P2009,1,0.2
L00989,O50390,P2013,4,0.1
L00990,O50391,P2005,4,0.0
L00991,O50391,P2011,1,0.05
L00992,O50391,P2005,1,0.15
L00993,O50392,P2007,4,0.0
L00994,O50392,P2007,2,0.0
L00995,O50392,P2015,6,0.0
L00996,O50393,P2006,4,0.2
L00997,O50394,P2004,1,0.0
L00998,O50394,P2014,1,0.0
L00999,O50394,P2010,6,0.1
L01000,O50394,P2008,3,0.0
L01001,O50395,P2010,5,0.2
L01002,O50395,P2007,3,0.1
L01003,O50395,P2014,5,0.0
L01004,O50396,P2013,4,0.1
L01005,O50396,P2005,2,0.0
L01006,O50397,P2012,4,0.05
L01007,O50398,P2013,2,0.0
L01008,O50398,P2015,1,0.0
L01009,O50398,P2005,6,0.05
L01010,O50398,P2008,2,0.1
L01011,O50399,P2007,1,0.0
L01012,O50399,P2012,4,0.0
L01013,O50399,P2001,1,0.0
L01014,O50399,P2012,3,0.0
L01015,O50400,P2012,1,0.05
L01016,O50400,P2005,5,0.15
L01017,O50401,P2015,1,0.0
L01018,O50401,P2004,2,0.0
L01019,O50401,P2013,2,0.1
L01020,O50402,P2004,5,0.0
L01021,O50402,P2002,6,0.15
L01022,O50402,P2012,3,0.05
L01023,O50402,P2012,1,0.1
L01024,O50403,P2013,2,0.05
L01025,O50403,P2011,5,0.0
L01026,O50403,P2010,4,0.05
L01027,O50404,P2008,1,0.1
L01028,O50404,P2002,3,0.0
L01029,O50404,P2013,1,0.0
L01030,O50405,P2003,1,0.2
L01031,O50405,P2011,3,0.0
L01032,O50406,P2005,5,0.0
L01033,O50406,P2015,1,0.0
L01034,O50406,P2011,2,0.1
L01035,O50407,P2004,1,0.1
L01036,O50408,P2004,1,0.1
L01037,O50408,P2012,4,0.0
L01038,O50409,P2006,5,0.2
L01039,O50409,P2015,2,0.0
L01040,O50409,P2014,5,0.0
L01041,O50410,P2010,6,0.0
L01042,O50410,P2012,4,0.05
L01043,O50410,P2009,4,0.15
L01044,O50411,P2013,1,0.0
L01045,O50411,P2007,6,0.0
L01046,O50412,P2013,6,0.05
L01047,O50412,P2002,4,0.1
L01048,O50413,P2010,5,0.15
L01049,O50414,P2015,5,0.1
L01050,O50414,P2011,1,0.15
L01051,O50414,P2008,1,0.15
L01052,O50415,P2013,2,0.05
L01053,O50415,P2015,5,0.0
L01054,O50415,P2007,2,0.2
L01055,O50416,P2007,2,0.0
L01056,O50416,P2003,1,0.05
L01057,O50416,P2006,3,0.2
L01058,O50416,P2014,3,0.1
L01059,O50417,P2012,2,0.15
L01060,O50417,P2014,2,0.0
L01061,O50417,P2002,6,0.15
L01062,O50418,P2005,1,0.0
L01063,O50418,P2011,5,0.0
L01064,O50419,P2009,1,0.05
L01065,O50419,P2009,3,0.05
L01066,O50420,P2004,4,0.1
L01067,O50420,P2015,6,0.0
L01068,O50421,P2010,4,0.15
L01069,O50421,P2014,2,0.0
L01070,O50421,P2003,2,0.0
L01071,O50421,P2003,3,0.0
L01072,O50422,P2005,5,0.0
L01073,O50422,P2010,6,0.1
L01074,O50422,P2006,2,0.0
L01075,O50423,P2009,2,0.0
L01076,O50424,P2008,3,0.0
L01077,O50425,P2009,6,0.15
L01078,O50426,P2004,5,0.0
L01079,O50427,P2004,6,0.1
L01080,O50427,P2007,1,0.0
L01081,O50428,P2007,5,0.15
L01082,O50428,P2014,1,0.05
L01083,O50428,P2002,3,0.1
L01084,O50429,P2013,6,0.0
L01085,O50430,P2002,3,0.0
L01086,O50431,P2010,5,0.0
L01087,O50431,P2006,6,0.0
L01088,O50431,P2011,1,0.0
L01089,O50432,P2001,6,0.1
L01090,O50432,P2005,5,0.0
L01091,O50432,P2003,3,0.0
L01092,O50432,P2002,5,0.2
L01093,O50433,P2015,1,0.1
L01094,O50433,P2006,5,0.2
L01095,O50433,P2005,3,0.0
L01096,O50433,P2005,3,0.15
L01097,O50434,P2011,1,0.0
L01098,O50434,P2008,3,0.15
L01099,O50434,P2011,3,0.1
L01100,O50434,P2006,3,0.0
L01101,O50435,P2004,4,0.1
L01102,O50435,P2008,6,0.0
L01103,O50436,P2006,6,0.0
L01104,O50436,P2006,6,0.0
L01105,O50436,P2005,4,0.0
L01106,O50436,P2007,1,0.1
L01107,O50437,P2007,2,0.05
L01108,O50437,P2007,6,0.05
L01109,O50438,P2003,6,0.05
L01110,O50439,P2001,4,0.0
L01111,O50439,P2007,3,0.05
L01112,O50440,P2005,6,0.0
L01113,O50440,P2010,5,0.1
L01114,O50440,P2006,2,0.05
L01115,O50441,P2012,3,0.0
L01116,O50441,P2007,6,0.0
L01117,O50442,P2004,6,0.1
L01118,O50442,P2014,5,0.0
L01119,O50442,P2011,3,0.1
L01120,O50443,P2009,2,0.0
L01121,O50444,P2012,3,0.0
L01122,O50444,P2005,2,0.0
L01123,O50445,P2009,4,0.15
L01124,O50446,P2002,6,0.05
L01125,O50446,P2003,1,0.05
L01126,O50446,P2006,5,0.05
L01127,O50446,P2014,3,0.2
L01128,O50447,P2007,1,0.2
L01129,O50447,P2005,4,0.05
L01130,O50448,P2014,5,0.0
L01131,O50448,P2008,5,0.1
L01132,O50449,P2002,4,0.0
L01133,O50449,P2009,5,0.1
L01134,O50450,P2006,4,0.0
L01135,O50450,P2001,6,0.0
L01136,O50451,P2008,3,0.0
L01137,O50452,P2005,5,0.0
L01138,O50452,P2010,4,0.15
L01139,O50452,P2015,2,0.2
L01140,O50452,P2009,6,0.0
L01141,O50453,P2011,5,0.0
L01142,O50453,P2003,5,0.05
L01143,O50453,P2013,1,0.0
L01144,O50453,P2014,6,0.0
L01145,O50454,P2003,6,0.0
L01146,O50455,P2011,6,0.1
L01147,O50456,P2007,1,0.0
L01148,O50456,P2004,2,0.15
L01149,O50456,P2007,6,0.0
L01150,O50457,P2011,4,0.0
L01151,O50457,P2007,4,0.05
L01152,O50457,P2004,5,0.05
L01153,O50458,P2015,4,0.0
L01154,O50458,P2007,2,0.05
L01155,O50459,P2015,4,0.05
L01156,O50460,P2011,3,0.1
L01157,O50460,P2005,3,0.0
L01158,O50461,P2005,3,0.0
L01159,O50461,P2015,3,0.1
L01160,O50461,P2012,6,0.05
L01161,O50462,P2005,1,0.1
L01162,O50463,P2003,2,0.15
L01163,O50463,P2014,1,0.0
L01164,O50463,P2013,1,0.0
L01165,O50464,P2014,3,0.0
L01166,O50465,P2011,3,0.0
L01167,O50465,P2001,2,0.0
L01168,O50466,P2010,3,0.1
L01169,O50467,P2001,2,0.1
L01170,O50468,P2013,2,0.0
L01171,O50469,P2002,6,0.0
L01172,O50470,P2010,4,0.0
L01173,O50470,P2001,5,0.15
L01174,O50470,P2008,2,0.1
L01175,O50471,P2013,4,0.0
L01176,O50471,P2009,2,0.0
L01177,O50472,P2007,6,0.0
L01178,O50473,P2008,2,0.1
L01179,O50473,P2004,4,0.05
L01180,O50473,P2005,4,0.0
L01181,O50474,P2011,2,0.0
L01182,O50474,P2006,4,0.05
L01183,O50474,P2003,5,0.0
L01184,O50475,P2011,6,0.15
L01185,O50475,P2013,1,0.1
L01186,O50475,P2013,3,0.2
L01187,O50476,P2004,6,0.0
L01188,O50476,P2005,4,0.1
L01189,O50477,P2004,3,0.0
L01190,O50477,P2015,4,0.15
L01191,O50478,P2012,5,0.0
L01192,O50478,P2008,6,0.15
L01193,O50478,P2003,1,0.05
L01194,O50479,P2006,6,0.0
L01195,O50479,P2004,5,0.0
L01196,O50479,P2012,1,0.0
L01197,O50480,P2006,6,0.0
L01198,O50481,P2001,5,0.1
L01199,O50481,P2002,5,0.15
L01200,O50481,P2002,3,0.0
L01201,O50481,P2010,1,0.0
L01202,O50482,P2014,4,0.0
L01203,O50482,P2008,6,0.05
L01204,O50482,P2004,2,0.0
L01205,O50483,P2008,5,0.05
L01206,O50483,P2010,5,0.0
L01207,O50483,P2008,4,0.0
L01208,O50484,P2006,6,0.1
L01209,O50484,P2011,4,0.15
L01210,O50484,P2003,3,0.05
L01211,O50484,P2001,4,0.05
L01212,O50485,P2009,5,0.05
L01213,O50485,P2008,5,0.1
L01214,O50485,P2010,5,0.0
L01215,O50485,P2005,5,0.0
L01216,O50486,P2015,4,0.0
L01217,O50486,P2004,3,0.0
L01218,O50486,P2013,1,0.1
L01219,O50486,P2006,2,0.0
L01220,O50487,P2001,3,0.0
L01221,O50488,P2004,3,0.0
L01222,O50489,P2001,2,0.0
L01223,O50490,P2010,4,0.0
L01224,O50490,P2010,2,0.15
L01225,O50490,P2005,6,0.0
L01226,O50491,P2001,3,0.0
L01227,O50491,P2012,5,0.15
L01228,O50491,P2002,6,0.0
L01229,O50492,P2005,5,0.0
L01230,O50492,P2003,2,0.1
L01231,O50492,P2005,4,0.15
L01232,O50493,P2004,1,0.0
L01233,O50494,P2013,2,0.0
L01234,O50494,P2011,4,0.0
L01235,O50495,P2014,2,0.0
L01236,O50495,P2015,3,0.05
L01237,O50495,P2006,2,0.1
L01238,O50496,P2012,4,0.0
L01239,O50496,P2003,4,0.1
L01240,O50497,P2011,4,0.1
L01241,O50497,P2013,3,0.0
L01242,O50498,P2008,1,0.1
L01243,O50498,P2004,5,0.0
L01244,O50498,P2003,6,0.05
L01245,O50499,P2008,4,0.0
L01246,O50499,P2009,6,0.15
L01247,O50499,P2009,6,0.05
L01248,O50500,P2010,2,0.0
L01249,O50500,P2010,3,0.05
L01250,O50501,P2008,1,0.0
L01251,O50501,P2013,6,0.0
L01252,O50502,P2008,2,0.0
L01253,O50502,P2010,3,0.0
L01254,O50502,P2014,4,0.1
L01255,O50502,P2014,1,0.0
L01256,O50503,P2003,2,0.0
L01257,O50504,P2004,1,0.0
L01258,O50504,P2015,5,0.0
L01259,O50505,P2010,6,0.0
L01260,O50505,P2014,3,0.05
L01261,O50505,P2012,1,0.15
L01262,O50505,P2009,2,0.05
L01263,O50506,P2009,6,0.0
L01264,O50506,P2010,4,0.0
L01265,O50506,P2003,6,0.0
L01266,O50507,P2004,6,0.05
L01267,O50507,P2015,4,0.0
L01268,O50508,P2005,2,0.0
L01269,O50508,P2008,3,0.0
L01270,O50509,P2015,4,0.2
L01271,O50509,P2010,2,0.05
L01272,O50510,P2003,1,0.1
L01273,O50510,P2006,6,0.05
L01274,O50511,P2007,3,0.0
L01275,O50512,P2014,1,0.1
L01276,O50512,P2007,6,0.2
L01277,O50512,P2007,5,0.0
L01278,O50512,P2005,1,0.0
L01279,O50513,P2007,3,0.2
L01280,O50513,P2001,4,0.1
L01281,O50513,P2014,4,0.15
L01282,O50513,P2015,6,0.05
L01283,O50514,P2005,5,0.05
L01284,O50514,P2001,5,0.0
L01285,O50514,P2013,6,0.0
L01286,O50514,P2003,4,0.15
L01287,O50515,P2006,2,0.05
L01288,O50515,P2012,5,0.2
L01289,O50515,P2002,1,0.15
L01290,O50516,P2010,5,0.0
L01291,O50517,P2007,4,0.05
L01292,O50517,P2009,2,0.0
L01293,O50517,P2004,4,0.05
L01294,O50517,P2009,1,0.0
L01295,O50518,P2004,5,0.2
L01296,O50519,P2003,2,0.0
L01297,O50519,P2010,2,0.0
L01298,O50519,P2006,6,0.05
L01299,O50519,P2008,1,0.0
L01300,O50520,P2004,3,0.05
L01301,O50520,P2013,1,0.0
L01302,O50520,P2009,5,0.0
L01303,O50520,P2014,2,0.15
L01304,O50521,P2012,3,0.15
L01305,O50521,P2012,2,0.1
L01306,O50521,P2003,1,0.0
L01307,O50521,P2010,2,0.0
L01308,O50522,P2001,3,0.05
L01309,O50522,P2005,2,0.0
L01310,O50523,P2015,6,0.2
L01311,O50523,P2008,1,0.0
L01312,O50524,P2010,2,0.0
L01313,O50524,P2012,2,0.0
L01314,O50524,P2012,6,0.1
L01315,O50525,P2013,4,0.15
L01316,O50525,P2015,1,0.0
L01317,O50526,P2001,2,0.0
L01318,O50526,P2003,1,0.05
L01319,O50526,P2008,3,0.0
L01320,O50526,P2010,4,0.1
L01321,O50527,P2006,1,0.15
L01322,O50528,P2001,5,0.15
L01323,O50528,P2008,2,0.05
L01324,O50529,P2004,5,0.0
L01325,O50529,P2003,5,0.15
L01326,O50529,P2002,6,0.0
L01327,O50530,P2006,5,0.05
L01328,O50530,P2012,6,0.0
L01329,O50531,P2013,2,0.0
L01330,O50531,P2006,2,0.0
L01331,O50532,P2001,3,0.0
L01332,O50532,P2014,5,0.0
L01333,O50532,P2002,6,0.2
L01334,O50532,P2004,5,0.0
L01335,O50533,P2009,3,0.0
L01336,O50533,P2010,1,0.0
L01337,O50533,P2002,1,0.0
L01338,O50533,P2006,4,0.0
L01339,O50534,P2002,3,0.0
L01340,O50534,P2008,6,0.0
L01341,O50535,P2006,2,0.0
L01342,O50536,P2013,1,0.0
L01343,O50536,P2014,2,0.1
L01344,O50536,P2007,4,0.0
L01345,O50536,P2010,3,0.0
L01346,O50537,P2010,4,0.0
L01347,O50538,P2005,1,0.0
L01348,O50538,P2005,6,0.1
L01349,O50538,P2007,1,0.0
L01350,O50538,P2008,4,0.15
L01351,O50539,P2002,3,0.0
L01352,O50540,P2004,1,0.1
L01353,O50540,P2013,4,0.05
L01354,O50541,P2006,3,0.0
L01355,O50541,P2008,2,0.1
L01356,O50541,P2005,4,0.0
L01357,O50541,P2014,6,0.0
L01358,O50542,P2001,5,0.15
L01359,O50542,P2005,1,0.05
L01360,O50543,P2008,6,0.15
L01361,O50543,P2009,5,0.15
L01362,O50543,P2007,3,0.1
L01363,O50543,P2014,4,0.1
L01364,O50544,P2003,4,0.2
L01365,O50544,P2011,2,0.2
L01366,O50544,P2005,2,0.0
L01367,O50545,P2012,1,0.1
L01368,O50545,P2010,4,0.0
L01369,O50546,P2010,5,0.0
L01370,O50546,P2005,4,0.1
L01371,O50546,P2013,6,0.05
L01372,O50547,P2005,6,0.0
L01373,O50547,P2005,2,0.0
L01374,O50547,P2012,4,0.05
L01375,O50547,P2012,5,0.0
L01376,O50548,P2001,3,0.2
L01377,O50549,P2009,2,0.0
L01378,O50549,P2015,2,0.0
L01379,O50549,P2015,2,0.0
L01380,O50550,P2010,5,0.0
L01381,O50550,P2006,4,0.15
L01382,O50551,P2001,3,0.0
L01383,O50552,P2002,5,0.15
L01384,O50552,P2010,3,0.0
L01385,O50553,P2008,1,0.05
L01386,O50554,P2014,5,0.0
L01387,O50554,P2007,4,0.1
L01388,O50555,P2005,2,0.0
L01389,O50555,P2007,3,0.1
L01390,O50555,P2005,5,0.1
L01391,O50555,P2005,5,0.0
L01392,O50556,P2006,5,0.15
L01393,O50556,P2001,5,0.0
L01394,O50556,P2009,3,0.1
L01395,O50556,P2002,5,0.1
L01396,O50557,P2012,2,0.15
L01397,O50557,P2007,5,0.1
L01398,O50557,P2010,4,0.15
L01399,O50558,P2014,4,0.0
L01400,O50558,P2009,4,0.15
L01401,O50559,P2007,4,0.0
L01402,O50559,P2013,1,0.15
L01403,O50560,P2014,3,0.0
L01404,O50560,P2015,3,0.15
L01405,O50561,P2001,2,0.0
L01406,O50561,P2008,6,0.0
L01407,O50561,P2009,4,0.1
L01408,O50561,P2008,5,0.0
L01409,O50562,P2011,1,0.15
L01410,O50562,P2004,2,0.1
L01411,O50562,P2004,6,0.0
L01412,O50563,P2005,2,0.1
L01413,O50563,P2010,1,0.0
L01414,O50563,P2007,3,0.2
L01415,O50563,P2004,4,0.0
L01416,O50564,P2015,1,0.0
L01417,O50564,P2007,4,0.0
L01418,O50564,P2007,2,0.1
L01419,O50564,P2005,1,0.1
L01420,O50565,P2004,2,0.0
L01421,O50566,P2003,1,0.1
L01422,O50566,P2009,4,0.0
L01423,O50566,P2006,5,0.15
L01424,O50567,P2014,2,0.1
L01425,O50568,P2005,4,0.1
L01426,O50568,P2003,2,0.0
L01427,O50568,P2008,1,0.0
L01428,O50569,P2001,3,0.0
L01429,O50569,P2015,3,0.1
L01430,O50569,P2001,1,0.2
L01431,O50569,P2002,4,0.2
L01432,O50570,P2013,4,0.05
L01433,O50570,P2014,1,0.0
L01434,O50571,P2013,4,0.0
L01435,O50571,P2006,5,0.0
L01436,O50572,P2013,3,0.2
L01437,O50572,P2004,5,0.0
L01438,O50572,P2003,3,0.15
L01439,O50573,P2001,5,0.2
L01440,O50573,P2008,2,0.15
L01441,O50573,P2007,3,0.05
L01442,O50573,P2010,3,0.0
L01443,O50574,P2009,4,0.0
L01444,O50575,P2015,6,0.05
L01445,O50575,P2003,2,0.1
L01446,O50575,P2007,2,0.0
L01447,O50576,P2011,4,0.0
L01448,O50576,P2002,5,0.0
L01449,O50576,P2012,2,0.1
L01450,O50577,P2007,1,0.05
L01451,O50577,P2011,1,0.1
L01452,O50577,P2010,1,0.2
L01453,O50577,P2012,2,0.1
L01454,O50578,P2002,6,0.0
L01455,O50579,P2008,4,0.2
L01456,O50580,P2001,1,0.0
L01457,O50580,P2001,6,0.15
L01458,O50580,P2006,2,0.15
L01459,O50580,P2014,5,0.0
L01460,O50581,P2010,5,0.0
L01461,O50582,P2010,6,0.0
L01462,O50582,P2004,3,0.0
L01463,O50582,P2013,6,0.0
L01464,O50582,P2015,2,0.0
L01465,O50583,P2013,2,0.05
L01466,O50584,P2002,3,0.15
L01467,O50584,P2010,4,0.0
L01468,O50584,P2006,3,0.1
L01469,O50585,P2003,4,0.0
L01470,O50585,P2010,4,0.0
L01471,O50586,P2005,3,0.2
L01472,O50586,P2002,4,0.0
L01473,O50586,P2003,3,0.05
L01474,O50587,P2010,3,0.0
L01475,O50588,P2007,3,0.0
L01476,O50589,P2013,6,0.0
L01477,O50589,P2003,2,0.2
L01478,O50589,P2014,5,0.0
L01479,O50590,P2013,5,0.0
L01480,O50590,P2008,3,0.1
L01481,O50591,P2007,2,0.05
L01482,O50591,P2008,3,0.0
L01483,O50591,P2002,6,0.05
L01484,O50591,P2001,4,0.05
L01485,O50592,P2009,4,0.2
L01486,O50593,P2011,4,0.1
L01487,O50593,P2003,3,0.0
L01488,O50594,P2001,2,0.0
L01489,O50594,P2006,2,0.15
L01490,O50594,P2010,6,0.0
L01491,O50594,P2005,3,0.0
L01492,O50595,P2004,6,0.0
L01493,O50595,P2010,1,0.0
L01494,O50595,P2014,6,0.0
L01495,O50596,P2010,6,0.0
L01496,O50596,P2003,4,0.0
L01497,O50596,P2014,5,0.05
L01498,O50597,P2006,6,0.0
L01499,O50598,P2002,1,0.1
L01500,O50599,P2004,6,0.1
L01501,O50599,P2008,5,0.0
L01502,O50599,P2009,2,0.1
L01503,O50599,P2012,5,0.2
L01504,O50600,P2009,1,0.05
L01505,O50601,P2015,4,0.0
L01506,O50601,P2010,5,0.05
L01507,O50602,P2001,6,0.1
L01508,O50602,P2009,5,0.0
L01509,O50602,P2014,2,0.0
L01510,O50603,P2015,4,0.0
L01511,O50603,P2005,6,0.15
L01512,O50603,P2008,4,0.05
L01513,O50604,P2001,3,0.0
L01514,O50605,P2005,5,0.0
L01515,O50605,P2007,5,0.0
L01516,O50605,P2014,4,0.05
L01517,O50606,P2004,1,0.15
L01518,O50606,P2007,6,0.0
L01519,O50606,P2010,4,0.0
L01520,O50606,P2007,4,0.05
L01521,O50607,P2014,1,0.05
L01522,O50607,P2006,5,0.1
L01523,O50607,P2002,1,0.0
L01524,O50608,P2007,5,0.0
L01525,O50609,P2003,1,0.0
L01526,O50610,P2011,4,0.1
L01527,O50610,P2004,3,0.05
L01528,O50611,P2003,3,0.1
L01529,O50612,P2012,1,0.05
L01530,O50612,P2006,5,0.05
L01531,O50612,P2004,5,0.0
L01532,O50613,P2005,2,0.15
L01533,O50614,P2007,5,0.0
L01534,O50615,P2006,2,0.0
L01535,O50615,P2011,6,0.1
L01536,O50615,P2003,1,0.1
L01537,O50616,P2007,4,0.05
L01538,O50616,P2001,1,0.0
L01539,O50616,P2002,6,0.0
L01540,O50617,P2009,6,0.1
L01541,O50617,P2011,5,0.05
L01542,O50617,P2009,6,0.0
L01543,O50618,P2009,2,0.15
L01544,O50618,P2008,4,0.05
L01545,O50618,P2003,2,0.0
L01546,O50619,P2013,6,0.0
L01547,O50619,P2013,2,0.05
L01548,O50619,P2013,3,0.0
L01549,O50619,P2012,1,0.0
L01550,O50620,P2012,1,0.05
L01551,O50620,P2014,1,0.05
